Adjusted Begin Time - ss.msec	Adjusted End Time - ss.msec	Begin Time - ss.msec	End Time - ss.msec	Infant Vocalization	Adult Utterance Direction
79.725	80.925	4830.725	4831.925		T
79.812	80.066	4830.812	4831.066		T
80.121	80.773	4831.121	4831.773		T
80.925	81.475	4831.925	4832.475	X	
81.862	82.068	4832.862	4833.068		T
82.142	83.542	4833.142	4834.542		T
84.626	85.586	4835.626	4836.586		T
85.611	85.827	4836.611	4836.827		T
85.919	88.337	4836.919	4839.337		T
87.37	88.18	4838.37	4839.18	R	
88.855	89.465	4839.855	4840.465	X	
88.961	89.666	4839.961	4840.666		T
89.74	90.25	4840.74	4841.25	X	
89.867	90.336	4840.867	4841.336		T
91.035	91.935	4842.035	4842.935	X	
91.423	94.148	4842.423	4845.148		T 
94.276	97.809	4845.276	4848.809		T
94.975	96.435	4845.975	4847.435	R	
97.085	98.625	4848.085	4849.625	R	
98.582	99.699	4849.582	4850.699		T
100.259	101.487	4851.259	4852.487		T
101.836	104.234	4852.836	4855.234		T
102.385	102.735	4853.385	4853.735	R	
104.25	105.05	4855.25	4856.05	X	
105.731	106.788	4856.731	4857.788		T
107.765	107.963	4858.765	4858.963		T
108.013	108.118	4859.013	4859.118		T
108.226	108.527	4859.226	4859.527		T
108.607	109.021	4859.607	4860.021		T
109.107	109.371	4860.107	4860.371		T
109.455	109.782	4860.455	4860.782		T
110.41	110.83	4861.41	4861.83		T
110.86	112.625	4861.86	4863.625		T
112.655	113.13	4863.655	4864.13		T
113.257	113.659	4864.257	4864.659		T
114.619	114.888	4865.619	4865.888		T
115.443	115.693	4866.443	4866.693		T
116.431	116.576	4867.431	4867.576		T
118.76	123.47	4869.76	4874.47	X	
121.242	121.98	4872.242	4872.98		T
123.667	123.947	4874.667	4874.947		U
124.26	124.756	4875.26	4875.756		U
124.395	126.215	4875.395	4877.215	X	
126.096	127.224	4877.096	4878.224		T
126.815	126.975	4877.815	4877.975	X	
130.336	130.635	4881.336	4881.635		T
130.975	131.059	4881.975	4882.059		T
131.098	131.444	4882.098	4882.444		T
132.042	132.491	4883.042	4883.491		T
134.329	134.628	4885.329	4885.628		T
134.871	135.842	4885.871	4886.842		T
136.295	137.356	4887.295	4888.356		T
138.012	138.339	4889.012	4889.339		T
140	140.514	4891	4891.514		T
140.624	140.966	4891.624	4891.966		T
141.055	143.235	4892.055	4894.235	X	
142.63	143.511	4893.63	4894.511		T
144.478	145.083	4895.478	4896.083		T
146.705	147.005	4897.705	4898.005	X	
147.201	148.778	4898.201	4899.778		T
149.174	150.406	4900.174	4901.406		T
152.026	152.527	4903.026	4903.527		T
152.793	153.117	4903.793	4904.117		T
154.386	154.989	4905.386	4905.989		T
156.272	156.752	4907.272	4907.752		T
156.884	158.037	4907.884	4909.037		T
159.822	160	4910.822	4911		T
160.072	160.656	4911.072	4911.656		T
162.563	162.813	4913.563	4913.813		T
165.665	165.864	4916.665	4916.864		N
167.436	167.692	4918.436	4918.692		T
167.901	168.228	4918.901	4919.228		T
168.438	168.91	4919.438	4919.91		T
169.452	170.11	4920.452	4921.11		T
170.215	170.352	4921.215	4921.352		T
170.468	170.569	4921.468	4921.569		T
170.696	170.796	4921.696	4921.796		T
170.898	170.989	4921.898	4921.989		T
171.215	171.549	4922.215	4922.549		T
172.375	173.085	4923.375	4924.085	X	
173.433	173.612	4924.433	4924.612		T
174.26	174.98	4925.26	4925.98	X	
175.124	175.725	4926.124	4926.725		T
175.824	176.049	4926.824	4927.049		T
176.074	176.514	4927.074	4927.514		T
176.844	177.078	4927.844	4928.078		T
178.762	179.65	4929.762	4930.65		T
180.3	181.374	4931.3	4932.374		T
181.938	182.737	4932.938	4933.737		T
182.808	182.871	4933.808	4933.871		N
183.241	183.867	4934.241	4934.867		T
184.67	186.04	4935.67	4937.04	C	
186.232	187.746	4937.232	4938.746		T
188.186	190.002	4939.186	4941.002		T
190.006	190.362	4941.006	4941.362		T
190.015	192.145	4941.015	4943.145	X	
191.84	193.943	4942.84	4944.943		T
194.278	195.445	4945.278	4946.445		T
195.514	195.715	4946.514	4946.715		T
195.75	196.7	4946.75	4947.7	C	
196.947	197.558	4947.947	4948.558		T
198.341	198.87	4949.341	4949.87		T
199.737	200.059	4950.737	4951.059		T
201.475	202.846	4952.475	4953.846		T
202.862	203.233	4953.862	4954.233		T
203.262	203.827	4954.262	4954.827		T
203.934	204.218	4954.934	4955.218		T
204.245	204.869	4955.245	4955.869		T
204.941	205.216	4955.941	4956.216		T
205.344	205.922	4956.344	4956.922		T
208.455	209.834	4959.455	4960.834		T
210.882	212.472	4961.882	4963.472		T
212.472	213.894	4963.472	4964.894		T
213.515	214.715	4964.515	4965.715	X	
213.993	215.208	4964.993	4966.208		T
216.601	216.995	4967.601	4967.995		N
217.62	218.285	4968.62	4969.285		U
218.813	219.019	4969.813	4970.019		U
220.808	221.514	4971.808	4972.514		T
221.521	221.86	4972.521	4972.86		T
222.181	222.862	4973.181	4973.862		T
223.588	224.397	4974.588	4975.397		T
228.417	228.792	4979.417	4979.792		N
228.834	229.972	4979.834	4980.972		N
231.059	231.299	4982.059	4982.299		N
231.497	232.455	4982.497	4983.455		N
233.057	233.3	4984.057	4984.3		N
233.326	233.74	4984.326	4984.74		N
233.965	234.825	4984.965	4985.825	X	
235.08	235.261	4986.08	4986.261		T
235.455	235.893	4986.455	4986.893		T
236.255	237.725	4987.255	4988.725	X	
236.316	236.949	4987.316	4987.949		T
237.014	237.726	4988.014	4988.726		T
237.95	239.45	4988.95	4990.45	R	
238.137	239.402	4989.137	4990.402		T
239.425	239.604	4990.425	4990.604		T
239.687	240.759	4990.687	4991.759		T
240.791	241.587	4991.791	4992.587		T
243.501	243.828	4994.501	4994.828		T
243.883	244.496	4994.883	4995.496		T
244.554	245.576	4995.554	4996.576		T
245.602	245.816	4996.602	4996.816		T
245.935	246.671	4996.935	4997.671		T
246.693	247.664	4997.693	4998.664		T
247.701	247.951	4998.701	4998.951		T
247.992	249.27	4998.992	5000.27		T
249.278	249.468	5000.278	5000.468		T
249.545	249.814	5000.545	5000.814		T
249.831	250.772	5000.831	5001.772		T
250.37	252.29	5001.37	5003.29	X	
251.239	251.256	5002.239	5002.256		T
251.256	252.685	5002.256	5003.685		T
252.701	252.89	5003.701	5003.89		T
252.997	254.885	5003.997	5005.885		T
256.22	256.541	5007.22	5007.541		T
258.132	259.13	5009.132	5010.13		T
259.486	260.515	5010.486	5011.515		T
260.49	262.2	5011.49	5013.2	C	
261.792	264.05	5012.792	5015.05		T
264.129	265.664	5015.129	5016.664		T
269.456	269.709	5020.456	5020.709		T
269.738	270.675	5020.738	5021.675		T
270.794	271.53	5021.794	5022.53		T
271.445	272.595	5022.445	5023.595	X	
272.172	273.763	5023.172	5024.763		T
273.31	274.35	5024.31	5025.35	C	
274.641	275.891	5025.641	5026.891		T
276.02	280.29	5027.02	5031.29	C	
276.408	277.321	5027.408	5028.321		T
278.175	280.034	5029.175	5031.034		T
281.125	283.935	5032.125	5034.935	X	
284.31	286.23	5035.31	5037.23	X	
286.261	286.904	5037.261	5037.904		T
286.937	287.353	5037.937	5038.353		T
287.692	288.805	5038.692	5039.805		T
288.34	289.37	5039.34	5040.37	X	
289.61	291.057	5040.61	5042.057		T
292.735	294.511	5043.735	5045.511		T
295.383	296.423	5046.383	5047.423		N
296.235	296.795	5047.235	5047.795	V	
297.103	297.278	5048.103	5048.278		T
297.457	297.907	5048.457	5048.907		T
297.935	298.455	5048.935	5049.455	R	
298.682	299.096	5049.682	5050.096		T
299.858	300.781	5050.858	5051.781		T
