Adjusted Begin Time - ss.msec	Adjusted End Time - ss.msec	Begin Time - ss.msec	End Time - ss.msec	Infant Vocalization	Adult Utterance Direction
118.3	124.1	10951.3	10957.1		N
124.3	125.4	10957.3	10958.4		N
126	127.8	10959	10960.8		N
128.3	128.9	10961.3	10961.9		N
129.7	130.4	10962.7	10963.4		N
131.2	134	10964.2	10967		N
134.4	135.8	10967.4	10968.8		N
136.5	137.6	10969.5	10970.6		N
138.5	142.4	10971.5	10975.4		N
142.9	145.2	10975.9	10978.2		N
145.8	147.5	10978.8	10980.5		N
146.524	146.724	10979.524	10979.724	X	
147.6	148.2	10980.6	10981.2		N
148.9	150.2	10981.9	10983.2		N
149.272	149.422	10982.272	10982.422	X	
150.7	152	10983.7	10985		N
153	159	10986	10992		N
159.4	162.3	10992.4	10995.3		N
163.4	165.4	10996.4	10998.4		N
165.9	167.4	10998.9	11000.4		N
168.5	171.2	11001.5	11004.2		N
171.6	173.2	11004.6	11006.2		N
173.4	174.4	11006.4	11007.4		N
174.5	175.1	11007.5	11008.1		N
176.1	176.6	11009.1	11009.6		N
176.9	178.4	11009.9	11011.4		T
178.9	181.8	11011.9	11014.8		T
182.31	182.73	11015.31	11015.73	X	
182.9	183.6	11015.9	11016.6		T
183.8	185.7	11016.8	11018.7		T
185.9	187.3	11018.9	11020.3		T
187.3	188.6	11020.3	11021.6		N
188.7	190.8	11021.7	11023.8		T
189.583	190.684	11022.583	11023.684		T
191.9	192.7	11024.9	11025.7		T
192.033	193.158	11025.033	11026.158	R	
193.583	194.458	11026.583	11027.458	R	
194.5	195.2	11027.5	11028.2		T
195.398	195.713	11028.398	11028.713	X	
195.7	197.5	11028.7	11030.5		T
196.658	197.098	11029.658	11030.098	R	
198.1	201.8	11031.1	11034.8		T
199.101	199.621	11032.101	11032.621	R	
201.599	202.129	11034.599	11035.129	R	
202.5	203.3	11035.5	11036.3		T
202.657	203.127	11035.657	11036.127	R	
203.8	204.8	11036.8	11037.8		T
204.93	205.47	11037.93	11038.47	R	
205.1	205.85	11038.1	11038.85		T
205.1	211.5	11038.1	11044.5		T
205.85	208.74	11038.85	11041.74		T
206.173	206.318	11039.173	11039.318	R	
209.23	211.42	11042.23	11044.42		T
210.688	213.658	11043.688	11046.658	X	
213.7	216.2	11046.7	11049.2		T
214.316	215.196	11047.316	11048.196	R	
216.2	218.2	11049.2	11051.2		T
218.714	219.169	11051.714	11052.169	X	
219.8	221.1	11052.8	11054.1		T
221.929	222.744	11054.929	11055.744	R	
222.8	224.9	11055.8	11057.9		T
223.429	223.789	11056.429	11056.789	X	
225.1	227	11058.1	11060		N
227.1	228	11060.1	11061		T
229	229.6	11062	11062.6		T
229.9	234.3	11062.9	11067.3		N
234.382	235.897	11067.382	11068.897	X	
235.6	240.8	11068.6	11073.8		N
238.407	239.652	11071.407	11072.652	X	
241.1	242.9	11074.1	11075.9		N
242.792	244.712	11075.792	11077.712	X	
244	247.6	11077	11080.6		N
247.105	247.47	11080.105	11080.47	R	
248.7	249.565	11081.7	11082.565	R	
249.3	251.9	11082.3	11084.9		N
252.4	253.1	11085.4	11086.1		N
253.4	255	11086.4	11088		N
255.4	258.5	11088.4	11091.5		N
256.615	256.86	11089.615	11089.86	X	
260.1	263.1	11093.1	11096.1		N
263.4	264.8	11096.4	11097.8		N
265.5	266	11098.5	11099		N
268	271.1	11101	11104.1		N
271.9	274.5	11104.9	11107.5		N
274.8	278.3	11107.8	11111.3		N
278.5	283.3	11111.5	11116.3		N
283.8	285.4	11116.8	11118.4		N
286.4	288.1	11119.4	11121.1		N
297.2	297.7	11130.2	11130.7		T
298.1	300.1	11131.1	11133.1		N
