,file_path,label
180,WW04_segment3_18_NonCanonical.wav,NonCanonical
181,WW04_segment3_19_ADS.wav,ADS
182,WW04_segment3_1_IDS.wav,IDS
183,WW04_segment3_20_IDS.wav,IDS
184,WW04_segment3_21_IDS.wav,IDS
185,WW04_segment3_22_Unknown.wav,Unknown
186,WW04_segment3_23_ADS.wav,ADS
187,WW04_segment3_24_IDS.wav,IDS
188,WW04_segment3_25_IDS.wav,IDS
189,WW04_segment3_26_Canonical.wav,Canonical
190,WW04_segment3_27_IDS.wav,IDS
191,WW04_segment3_28_Other.wav,Other
192,WW04_segment3_29_Unknown.wav,Unknown
193,WW04_segment3_2_NonCanonical.wav,NonCanonical
194,WW04_segment3_30_IDS.wav,IDS
195,WW04_segment3_31_NonCanonical.wav,NonCanonical
196,WW04_segment3_32_IDS.wav,IDS
197,WW04_segment3_33_IDS.wav,IDS
198,WW04_segment3_34_ADS.wav,ADS
199,WW04_segment3_35_IDS.wav,IDS
200,WW04_segment3_36_IDS.wav,IDS
201,WW04_segment3_37_NonCanonical.wav,NonCanonical
202,WW04_segment3_38_IDS.wav,IDS
203,WW04_segment3_39_ADS.wav,ADS
204,WW04_segment3_3_IDS.wav,IDS
205,WW04_segment3_40_NonCanonical.wav,NonCanonical
206,WW04_segment3_41_IDS.wav,IDS
207,WW04_segment3_42_NonCanonical.wav,NonCanonical
208,WW04_segment3_43_NonCanonical.wav,NonCanonical
209,WW04_segment3_44_ADS.wav,ADS
210,WW04_segment3_45_NonCanonical.wav,NonCanonical
211,WW04_segment3_46_IDS.wav,IDS
212,WW04_segment3_47_Canonical.wav,Canonical
213,WW04_segment3_48_ADS.wav,ADS
214,WW04_segment3_49_Canonical.wav,Canonical
215,WW04_segment3_4_ADS.wav,ADS
216,WW04_segment3_50_LaughCry.wav,Other
217,WW04_segment3_51_IDS.wav,IDS
218,WW04_segment3_52_IDS.wav,IDS
219,WW04_segment3_53_NonCanonical.wav,NonCanonical
220,WW04_segment3_54_ADS.wav,ADS
221,WW04_segment3_55_LaughCry.wav,Other
222,WW04_segment3_56_ADS.wav,ADS
223,WW04_segment3_57_ADS.wav,ADS
224,WW04_segment3_58_IDS.wav,IDS
225,WW04_segment3_59_NonCanonical.wav,NonCanonical
226,WW04_segment3_5_IDS.wav,IDS
227,WW04_segment3_60_ADS.wav,ADS
228,WW04_segment3_61_IDS.wav,IDS
229,WW04_segment3_62_Other.wav,Other
230,WW04_segment3_63_IDS.wav,IDS
231,WW04_segment3_64_IDS.wav,IDS
232,WW04_segment3_65_IDS.wav,IDS
233,WW04_segment3_66_Canonical.wav,Canonical
234,WW04_segment3_67_ADS.wav,ADS
235,WW04_segment3_68_ADS.wav,ADS
236,WW04_segment3_69_IDS.wav,IDS
237,WW04_segment3_6_IDS.wav,IDS
238,WW04_segment3_70_ADS.wav,ADS
239,WW04_segment3_71_ADS.wav,ADS
240,WW04_segment3_72_ADS.wav,ADS
241,WW04_segment3_73_ADS.wav,ADS
242,WW04_segment3_74_IDS.wav,IDS
243,WW04_segment3_75_IDS.wav,IDS
244,WW04_segment3_76_ADS.wav,ADS
245,WW04_segment3_77_IDS.wav,IDS
246,WW04_segment3_78_NonCanonical.wav,NonCanonical
247,WW04_segment3_79_NonCanonical.wav,NonCanonical
248,WW04_segment3_7_IDS.wav,IDS
249,WW04_segment3_80_ADS.wav,ADS
250,WW04_segment3_81_IDS.wav,IDS
251,WW04_segment3_82_NonCanonical.wav,NonCanonical
252,WW04_segment3_83_NonCanonical.wav,NonCanonical
253,WW04_segment3_84_ADS.wav,ADS
254,WW04_segment3_85_NonCanonical.wav,NonCanonical
255,WW04_segment3_86_ADS.wav,ADS
256,WW04_segment3_87_ADS.wav,ADS
257,WW04_segment3_88_ADS.wav,ADS
258,WW04_segment3_89_ADS.wav,ADS
259,WW04_segment3_8_NonCanonical.wav,NonCanonical
260,WW04_segment3_90_Canonical.wav,Canonical
261,WW04_segment3_91_IDS.wav,IDS
262,WW04_segment3_92_NonCanonical.wav,NonCanonical
263,WW04_segment3_93_IDS.wav,IDS
264,WW04_segment3_94_NonCanonical.wav,NonCanonical
265,WW04_segment3_95_IDS.wav,IDS
266,WW04_segment3_96_IDS.wav,IDS
267,WW04_segment3_97_IDS.wav,IDS
268,WW04_segment3_98_IDS.wav,IDS
269,WW04_segment3_99_NonCanonical.wav,NonCanonical
270,WW04_segment3_9_ADS.wav,ADS
271,WW15_segment2_0_Canonical.wav,Canonical
272,WW15_segment2_100_IDS.wav,IDS
273,WW15_segment2_101_LaughCry.wav,Other
274,WW15_segment2_102_IDS.wav,IDS
275,WW15_segment2_103_NonCanonical.wav,NonCanonical
276,WW15_segment2_104_IDS.wav,IDS
277,WW15_segment2_105_LaughCry.wav,Other
278,WW15_segment2_106_ADS.wav,ADS
279,WW15_segment2_107_IDS.wav,IDS
280,WW15_segment2_108_NonCanonical.wav,NonCanonical
281,WW15_segment2_10_Unknown.wav,Unknown
282,WW15_segment2_11_ADS.wav,ADS
283,WW15_segment2_12_IDS.wav,IDS
284,WW15_segment2_13_IDS.wav,IDS
285,WW15_segment2_14_Canonical.wav,Canonical
286,WW15_segment2_15_Canonical.wav,Canonical
287,WW15_segment2_16_NonCanonical.wav,NonCanonical
288,WW15_segment2_17_NonCanonical.wav,NonCanonical
289,WW15_segment2_18_NonCanonical.wav,NonCanonical
290,WW15_segment2_19_Canonical.wav,Canonical
291,WW15_segment2_1_IDS.wav,IDS
292,WW15_segment2_20_Canonical.wav,Canonical
293,WW15_segment2_21_Canonical.wav,Canonical
294,WW15_segment2_22_IDS.wav,IDS
295,WW15_segment2_23_Canonical.wav,Canonical
296,WW15_segment2_24_Canonical.wav,Canonical
297,WW15_segment2_25_NonCanonical.wav,NonCanonical
298,WW15_segment2_26_Canonical.wav,Canonical
299,WW15_segment2_27_NonCanonical.wav,NonCanonical
300,WW15_segment2_28_NonCanonical.wav,NonCanonical
301,WW15_segment2_29_IDS.wav,IDS
302,WW15_segment2_2_Canonical.wav,Canonical
303,WW15_segment2_30_IDS.wav,IDS
304,WW15_segment2_31_NonCanonical.wav,NonCanonical
305,WW15_segment2_32_NonCanonical.wav,NonCanonical
306,WW15_segment2_33_NonCanonical.wav,NonCanonical
307,WW15_segment2_34_NonCanonical.wav,NonCanonical
308,WW15_segment2_35_IDS.wav,IDS
309,WW15_segment2_36_NonCanonical.wav,NonCanonical
310,WW15_segment2_37_NonCanonical.wav,NonCanonical
311,WW15_segment2_38_IDS.wav,IDS
312,WW15_segment2_39_IDS.wav,IDS
313,WW15_segment2_3_IDS.wav,IDS
314,WW15_segment2_40_Canonical.wav,Canonical
315,WW15_segment2_41_NonCanonical.wav,NonCanonical
316,WW15_segment2_42_NonCanonical.wav,NonCanonical
317,WW15_segment2_43_NonCanonical.wav,NonCanonical
318,WW15_segment2_44_NonCanonical.wav,NonCanonical
319,WW15_segment2_45_NonCanonical.wav,NonCanonical
320,WW15_segment2_46_NonCanonical.wav,NonCanonical
321,WW15_segment2_47_NonCanonical.wav,NonCanonical
322,WW15_segment2_48_NonCanonical.wav,NonCanonical
323,WW15_segment2_49_NonCanonical.wav,NonCanonical
324,WW15_segment2_4_Canonical.wav,Canonical
325,WW15_segment2_50_NonCanonical.wav,NonCanonical
326,WW15_segment2_51_NonCanonical.wav,NonCanonical
327,WW15_segment2_52_NonCanonical.wav,NonCanonical
328,WW15_segment2_53_NonCanonical.wav,NonCanonical
329,WW15_segment2_54_NonCanonical.wav,NonCanonical
330,WW15_segment2_55_IDS.wav,IDS
331,WW15_segment2_56_NonCanonical.wav,NonCanonical
332,WW15_segment2_57_NonCanonical.wav,NonCanonical
333,WW15_segment2_58_LaughCry.wav,Other
334,WW15_segment2_59_LaughCry.wav,Other
335,WW15_segment2_5_Canonical.wav,Canonical
336,WW15_segment2_60_LaughCry.wav,Other
337,WW15_segment2_61_IDS.wav,IDS
338,WW15_segment2_62_IDS.wav,IDS
339,WW15_segment2_63_NonCanonical.wav,NonCanonical
340,WW15_segment2_64_NonCanonical.wav,NonCanonical
341,WW15_segment2_65_NonCanonical.wav,NonCanonical
342,WW15_segment2_66_NonCanonical.wav,NonCanonical
343,WW15_segment2_67_NonCanonical.wav,NonCanonical
344,WW15_segment2_68_NonCanonical.wav,NonCanonical
345,WW15_segment2_69_Canonical.wav,Canonical
346,WW15_segment2_6_Canonical.wav,Canonical
347,WW15_segment2_70_NonCanonical.wav,NonCanonical
348,WW15_segment2_71_NonCanonical.wav,NonCanonical
349,WW15_segment2_72_NonCanonical.wav,NonCanonical
350,WW15_segment2_73_NonCanonical.wav,NonCanonical
351,WW15_segment2_74_NonCanonical.wav,NonCanonical
352,WW15_segment2_75_Canonical.wav,Canonical
353,WW15_segment2_76_Canonical.wav,Canonical
354,WW15_segment2_77_NonCanonical.wav,NonCanonical
355,WW15_segment2_78_NonCanonical.wav,NonCanonical
356,WW15_segment2_79_NonCanonical.wav,NonCanonical
357,WW15_segment2_7_NonCanonical.wav,NonCanonical
358,WW15_segment2_80_NonCanonical.wav,NonCanonical
359,WW15_segment2_81_IDS.wav,IDS
360,WW15_segment2_82_NonCanonical.wav,NonCanonical
361,WW15_segment2_83_NonCanonical.wav,NonCanonical
362,WW15_segment2_84_NonCanonical.wav,NonCanonical
363,WW15_segment2_85_NonCanonical.wav,NonCanonical
364,WW15_segment2_86_LaughCry.wav,Other
365,WW15_segment2_87_LaughCry.wav,Other
366,WW15_segment2_88_IDS.wav,IDS
367,WW15_segment2_89_LaughCry.wav,Other
368,WW15_segment2_8_ADS.wav,ADS
369,WW15_segment2_90_IDS.wav,IDS
370,WW15_segment2_91_Canonical.wav,Canonical
371,WW15_segment2_92_NonCanonical.wav,NonCanonical
372,WW15_segment2_93_NonCanonical.wav,NonCanonical
373,WW15_segment2_94_NonCanonical.wav,NonCanonical
374,WW15_segment2_95_IDS.wav,IDS
375,WW15_segment2_96_NonCanonical.wav,NonCanonical
376,WW15_segment2_97_IDS.wav,IDS
377,WW15_segment2_98_NonCanonical.wav,NonCanonical
378,WW15_segment2_99_IDS.wav,IDS
379,WW15_segment2_9_Unknown.wav,Unknown
380,WW15_segment3_0_IDS.wav,IDS
381,WW15_segment3_10_ADS.wav,ADS
382,WW15_segment3_11_ADS.wav,ADS
383,WW15_segment3_12_ADS.wav,ADS
384,WW15_segment3_13_ADS.wav,ADS
385,WW15_segment3_14_ADS.wav,ADS
386,WW15_segment3_15_ADS.wav,ADS
387,WW15_segment3_16_ADS.wav,ADS
388,WW15_segment3_17_ADS.wav,ADS
389,WW15_segment3_18_IDS.wav,IDS
390,WW15_segment3_19_Canonical.wav,Canonical
391,WW15_segment3_1_IDS.wav,IDS
392,WW15_segment3_20_IDS.wav,IDS
393,WW15_segment3_21_NonCanonical.wav,NonCanonical
394,WW15_segment3_22_IDS.wav,IDS
395,WW15_segment3_23_IDS.wav,IDS
396,WW15_segment3_24_NonCanonical.wav,NonCanonical
397,WW15_segment3_25_Unknown.wav,Unknown
398,WW15_segment3_26_IDS.wav,IDS
399,WW15_segment3_27_NonCanonical.wav,NonCanonical
400,WW15_segment3_28_NonCanonical.wav,NonCanonical
401,WW15_segment3_29_NonCanonical.wav,NonCanonical
402,WW15_segment3_2_ADS.wav,ADS
403,WW15_segment3_30_IDS.wav,IDS
404,WW15_segment3_31_NonCanonical.wav,NonCanonical
405,WW15_segment3_32_IDS.wav,IDS
406,WW15_segment3_33_NonCanonical.wav,NonCanonical
407,WW15_segment3_34_Canonical.wav,Canonical
408,WW15_segment3_35_IDS.wav,IDS
409,WW15_segment3_36_Canonical.wav,Canonical
410,WW15_segment3_37_IDS.wav,IDS
411,WW15_segment3_38_Canonical.wav,Canonical
412,WW15_segment3_39_Canonical.wav,Canonical
413,WW15_segment3_3_ADS.wav,ADS
414,WW15_segment3_40_Canonical.wav,Canonical
415,WW15_segment3_41_Canonical.wav,Canonical
416,WW15_segment3_42_IDS.wav,IDS
417,WW15_segment3_43_IDS.wav,IDS
418,WW15_segment3_44_IDS.wav,IDS
419,WW15_segment3_45_IDS.wav,IDS
420,WW15_segment3_46_IDS.wav,IDS
421,WW15_segment3_47_IDS.wav,IDS
422,WW15_segment3_48_Other.wav,Other
423,WW15_segment3_49_Other.wav,Other
424,WW15_segment3_4_ADS.wav,ADS
425,WW15_segment3_50_IDS.wav,IDS
426,WW15_segment3_51_IDS.wav,IDS
427,WW15_segment3_52_NonCanonical.wav,NonCanonical
428,WW15_segment3_53_IDS.wav,IDS
429,WW15_segment3_54_Canonical.wav,Canonical
430,WW15_segment3_55_IDS.wav,IDS
431,WW15_segment3_56_IDS.wav,IDS
432,WW15_segment3_57_IDS.wav,IDS
433,WW15_segment3_58_IDS.wav,IDS
434,WW15_segment3_59_IDS.wav,IDS
435,WW15_segment3_5_ADS.wav,ADS
436,WW15_segment3_60_NonCanonical.wav,NonCanonical
437,WW15_segment3_61_NonCanonical.wav,NonCanonical
438,WW15_segment3_62_NonCanonical.wav,NonCanonical
439,WW15_segment3_63_NonCanonical.wav,NonCanonical
440,WW15_segment3_64_NonCanonical.wav,NonCanonical
441,WW15_segment3_65_Canonical.wav,Canonical
442,WW15_segment3_66_IDS.wav,IDS
443,WW15_segment3_67_Other.wav,Other
444,WW15_segment3_68_Other.wav,Other
445,WW15_segment3_69_IDS.wav,IDS
446,WW15_segment3_6_ADS.wav,ADS
447,WW15_segment3_70_Other.wav,Other
448,WW15_segment3_7_ADS.wav,ADS
449,WW15_segment3_8_ADS.wav,ADS
450,WW15_segment3_9_ADS.wav,ADS
451,WW18_segment1_0_NonCanonical.wav,NonCanonical
452,WW18_segment1_10_NonCanonical.wav,NonCanonical
453,WW18_segment1_11_NonCanonical.wav,NonCanonical
454,WW18_segment1_12_NonCanonical.wav,NonCanonical
455,WW18_segment1_13_NonCanonical.wav,NonCanonical
456,WW18_segment1_14_NonCanonical.wav,NonCanonical
457,WW18_segment1_15_NonCanonical.wav,NonCanonical
458,WW18_segment1_16_NonCanonical.wav,NonCanonical
459,WW18_segment1_17_NonCanonical.wav,NonCanonical
460,WW18_segment1_18_NonCanonical.wav,NonCanonical
461,WW18_segment1_19_NonCanonical.wav,NonCanonical
462,WW18_segment1_1_NonCanonical.wav,NonCanonical
463,WW18_segment1_20_NonCanonical.wav,NonCanonical
464,WW18_segment1_21_NonCanonical.wav,NonCanonical
465,WW18_segment1_22_NonCanonical.wav,NonCanonical
466,WW18_segment1_23_NonCanonical.wav,NonCanonical
467,WW18_segment1_24_NonCanonical.wav,NonCanonical
468,WW18_segment1_25_NonCanonical.wav,NonCanonical
469,WW18_segment1_26_NonCanonical.wav,NonCanonical
470,WW18_segment1_27_NonCanonical.wav,NonCanonical
471,WW18_segment1_28_NonCanonical.wav,NonCanonical
472,WW18_segment1_29_NonCanonical.wav,NonCanonical
473,WW18_segment1_2_NonCanonical.wav,NonCanonical
474,WW18_segment1_30_NonCanonical.wav,NonCanonical
475,WW18_segment1_31_NonCanonical.wav,NonCanonical
476,WW18_segment1_32_NonCanonical.wav,NonCanonical
477,WW18_segment1_33_NonCanonical.wav,NonCanonical
478,WW18_segment1_34_NonCanonical.wav,NonCanonical
479,WW18_segment1_35_NonCanonical.wav,NonCanonical
480,WW18_segment1_36_NonCanonical.wav,NonCanonical
481,WW18_segment1_37_NonCanonical.wav,NonCanonical
482,WW18_segment1_38_NonCanonical.wav,NonCanonical
483,WW18_segment1_39_NonCanonical.wav,NonCanonical
484,WW18_segment1_3_NonCanonical.wav,NonCanonical
485,WW18_segment1_40_NonCanonical.wav,NonCanonical
486,WW18_segment1_41_NonCanonical.wav,NonCanonical
487,WW18_segment1_42_NonCanonical.wav,NonCanonical
488,WW18_segment1_43_NonCanonical.wav,NonCanonical
489,WW18_segment1_44_NonCanonical.wav,NonCanonical
490,WW18_segment1_45_NonCanonical.wav,NonCanonical
491,WW18_segment1_46_NonCanonical.wav,NonCanonical
492,WW18_segment1_47_NonCanonical.wav,NonCanonical
493,WW18_segment1_48_NonCanonical.wav,NonCanonical
494,WW18_segment1_49_NonCanonical.wav,NonCanonical
495,WW18_segment1_4_NonCanonical.wav,NonCanonical
496,WW18_segment1_50_NonCanonical.wav,NonCanonical
497,WW18_segment1_51_NonCanonical.wav,NonCanonical
498,WW18_segment1_52_NonCanonical.wav,NonCanonical
499,WW18_segment1_53_NonCanonical.wav,NonCanonical
500,WW18_segment1_54_NonCanonical.wav,NonCanonical
501,WW18_segment1_55_NonCanonical.wav,NonCanonical
502,WW18_segment1_56_NonCanonical.wav,NonCanonical
503,WW18_segment1_57_NonCanonical.wav,NonCanonical
504,WW18_segment1_58_NonCanonical.wav,NonCanonical
505,WW18_segment1_59_NonCanonical.wav,NonCanonical
506,WW18_segment1_5_NonCanonical.wav,NonCanonical
507,WW18_segment1_60_NonCanonical.wav,NonCanonical
508,WW18_segment1_61_NonCanonical.wav,NonCanonical
509,WW18_segment1_62_NonCanonical.wav,NonCanonical
510,WW18_segment1_63_NonCanonical.wav,NonCanonical
511,WW18_segment1_64_NonCanonical.wav,NonCanonical
512,WW18_segment1_65_NonCanonical.wav,NonCanonical
513,WW18_segment1_66_NonCanonical.wav,NonCanonical
514,WW18_segment1_67_NonCanonical.wav,NonCanonical
515,WW18_segment1_68_NonCanonical.wav,NonCanonical
516,WW18_segment1_69_NonCanonical.wav,NonCanonical
517,WW18_segment1_6_NonCanonical.wav,NonCanonical
518,WW18_segment1_70_NonCanonical.wav,NonCanonical
519,WW18_segment1_71_NonCanonical.wav,NonCanonical
520,WW18_segment1_72_NonCanonical.wav,NonCanonical
521,WW18_segment1_73_NonCanonical.wav,NonCanonical
522,WW18_segment1_74_NonCanonical.wav,NonCanonical
523,WW18_segment1_75_NonCanonical.wav,NonCanonical
524,WW18_segment1_76_NonCanonical.wav,NonCanonical
525,WW18_segment1_77_NonCanonical.wav,NonCanonical
526,WW18_segment1_78_NonCanonical.wav,NonCanonical
527,WW18_segment1_79_NonCanonical.wav,NonCanonical
528,WW18_segment1_7_NonCanonical.wav,NonCanonical
529,WW18_segment1_80_NonCanonical.wav,NonCanonical
530,WW18_segment1_81_NonCanonical.wav,NonCanonical
531,WW18_segment1_82_NonCanonical.wav,NonCanonical
532,WW18_segment1_83_NonCanonical.wav,NonCanonical
533,WW18_segment1_84_NonCanonical.wav,NonCanonical
534,WW18_segment1_85_NonCanonical.wav,NonCanonical
535,WW18_segment1_86_NonCanonical.wav,NonCanonical
536,WW18_segment1_87_NonCanonical.wav,NonCanonical
537,WW18_segment1_88_NonCanonical.wav,NonCanonical
538,WW18_segment1_89_NonCanonical.wav,NonCanonical
